Date,Year,Month,Day,Cat,Units,MeanTemp,Day_Of_the_Week,Week_of_the_Month,Week_of_the_Year,IsWeekDay,Winter_State,Holidays,Event_SchoolHoliday,Event_ChrismasandNewYear
2018-01-05,2018,1,5,Eye & Ear Care                                    ,7,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Eye & Ear Care                                    ,7,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Internal Remedies                                 ,3,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Internal Remedies                                 ,10,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Internal Remedies                                 ,7,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Internal Remedies                                 ,10,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Internal Remedies                                 ,33,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Internal Remedies                                 ,10,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Internal Remedies                                 ,49,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Pain & Analgesic                                  ,11,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Pain & Analgesic                                  ,134,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Pain & Analgesic                                  ,3,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Pain & Analgesic                                  ,7,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Pain & Analgesic                                  ,3,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Vitamins/Herbals/Natural Supplements              ,16,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Vitamins/Herbals/Natural Supplements              ,13,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Vitamins/Herbals/Natural Supplements              ,13,-11.2,Friday,1,1,1,3,0,0,0
2018-01-05,2018,1,5,Vitamins/Herbals/Natural Supplements              ,39,-11.2,Friday,1,1,1,3,0,0,0
2018-01-06,2018,1,6,Cold & Allergy Medications                        ,13,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Cold & Allergy Medications                        ,112,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Cold & Allergy Medications                        ,18,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Cold & Allergy Medications                        ,10,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Cold & Allergy Medications                        ,59,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Eye & Ear Care                                    ,7,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Eye & Ear Care                                    ,3,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Eye & Ear Care                                    ,13,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Internal Remedies                                 ,7,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Internal Remedies                                 ,7,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Internal Remedies                                 ,20,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Internal Remedies                                 ,39,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Pain & Analgesic                                  ,5,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Pain & Analgesic                                  ,112,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Pain & Analgesic                                  ,3,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Pain & Analgesic                                  ,7,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Pain & Analgesic                                  ,3,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Vitamins/Herbals/Natural Supplements              ,13,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Vitamins/Herbals/Natural Supplements              ,10,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-06,2018,1,6,Vitamins/Herbals/Natural Supplements              ,26,-9.7,Saturday,1,1,0,3,0,0,0
2018-01-07,2018,1,7,Cold & Allergy Medications                        ,23,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Cold & Allergy Medications                        ,89,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Cold & Allergy Medications                        ,7,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Cold & Allergy Medications                        ,23,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Cold & Allergy Medications                        ,82,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Eye & Ear Care                                    ,3,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Eye & Ear Care                                    ,7,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Internal Remedies                                 ,2,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Internal Remedies                                 ,7,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Internal Remedies                                 ,20,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Internal Remedies                                 ,10,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Internal Remedies                                 ,30,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Pain & Analgesic                                  ,10,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Pain & Analgesic                                  ,69,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Pain & Analgesic                                  ,3,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Pain & Analgesic                                  ,7,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Vitamins/Herbals/Natural Supplements              ,7,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Vitamins/Herbals/Natural Supplements              ,3,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-07,2018,1,7,Vitamins/Herbals/Natural Supplements              ,10,-4.8,Sunday,2,2,0,3,0,0,0
2018-01-08,2018,1,8,Cold & Allergy Medications                        ,23,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Cold & Allergy Medications                        ,128,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Cold & Allergy Medications                        ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Cold & Allergy Medications                        ,7,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Cold & Allergy Medications                        ,16,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Cold & Allergy Medications                        ,203,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Eye & Ear Care                                    ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Eye & Ear Care                                    ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Eye & Ear Care                                    ,20,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Internal Remedies                                 ,16,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Internal Remedies                                 ,20,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Internal Remedies                                 ,20,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Internal Remedies                                 ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Internal Remedies                                 ,36,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Pain & Analgesic                                  ,146,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Pain & Analgesic                                  ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Pain & Analgesic                                  ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Pain & Analgesic                                  ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Pain & Analgesic                                  ,26,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Pain & Analgesic                                  ,3,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Vitamins/Herbals/Natural Supplements              ,10,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Vitamins/Herbals/Natural Supplements              ,7,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Vitamins/Herbals/Natural Supplements              ,10,-6.4,Monday,2,2,1,3,0,0,0
2018-01-08,2018,1,8,Vitamins/Herbals/Natural Supplements              ,66,-6.4,Monday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Cold & Allergy Medications                        ,20,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Cold & Allergy Medications                        ,138,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Cold & Allergy Medications                        ,43,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Cold & Allergy Medications                        ,13,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Cold & Allergy Medications                        ,172,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Eye & Ear Care                                    ,3,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Eye & Ear Care                                    ,7,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Eye & Ear Care                                    ,10,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Eye & Ear Care                                    ,23,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Internal Remedies                                 ,20,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Internal Remedies                                 ,3,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Internal Remedies                                 ,28,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Internal Remedies                                 ,3,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Internal Remedies                                 ,43,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Internal Remedies                                 ,7,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Internal Remedies                                 ,36,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Pain & Analgesic                                  ,23,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Pain & Analgesic                                  ,130,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Pain & Analgesic                                  ,10,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Pain & Analgesic                                  ,7,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Pain & Analgesic                                  ,13,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Pain & Analgesic                                  ,10,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Vitamins/Herbals/Natural Supplements              ,7,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Vitamins/Herbals/Natural Supplements              ,10,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Vitamins/Herbals/Natural Supplements              ,13,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-09,2018,1,9,Vitamins/Herbals/Natural Supplements              ,43,-8.3,Tuesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Cold & Allergy Medications                        ,20,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Cold & Allergy Medications                        ,167,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Cold & Allergy Medications                        ,7,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Cold & Allergy Medications                        ,7,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Cold & Allergy Medications                        ,26,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Cold & Allergy Medications                        ,189,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Eye & Ear Care                                    ,3,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Eye & Ear Care                                    ,30,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Internal Remedies                                 ,13,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Internal Remedies                                 ,23,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Internal Remedies                                 ,16,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Internal Remedies                                 ,33,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Pain & Analgesic                                  ,10,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Pain & Analgesic                                  ,121,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Pain & Analgesic                                  ,3,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Pain & Analgesic                                  ,10,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Pain & Analgesic                                  ,13,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Pain & Analgesic                                  ,10,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Vitamins/Herbals/Natural Supplements              ,10,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Vitamins/Herbals/Natural Supplements              ,30,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-10,2018,1,10,Vitamins/Herbals/Natural Supplements              ,79,-22.1,Wednesday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Cold & Allergy Medications                        ,31,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Cold & Allergy Medications                        ,185,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Cold & Allergy Medications                        ,10,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Cold & Allergy Medications                        ,16,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Cold & Allergy Medications                        ,16,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Cold & Allergy Medications                        ,148,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Eye & Ear Care                                    ,3,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Eye & Ear Care                                    ,18,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Internal Remedies                                 ,7,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Internal Remedies                                 ,2,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Internal Remedies                                 ,10,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Internal Remedies                                 ,16,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Internal Remedies                                 ,7,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Internal Remedies                                 ,23,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Pain & Analgesic                                  ,26,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Pain & Analgesic                                  ,103,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Pain & Analgesic                                  ,3,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Pain & Analgesic                                  ,3,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Pain & Analgesic                                  ,7,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Pain & Analgesic                                  ,3,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Vitamins/Herbals/Natural Supplements              ,7,-26.1,Thursday,2,2,1,3,0,0,0
2018-01-11,2018,1,11,Vitamins/Herbals/Natural Supplements              ,7,-26.1,Thursday,2,2,1,3,0,0,0
